UNIT,PLANT,PARENT,URL,SPONSOR,CAPACITY_MW,STATUS,REGION,COUNTRY,SUBNATIONAL_UNIT,GEOPOINT
,Amoda Power Station,Dcm Shriram,https://www.gem.wiki/Amoda_power_station,,600,Cancelled,Asia,India,Chhattisgarh,21.84875
Phase I,,,,,,,,,,
Phase Ii,,,,,,,,,,
Phase I,,,,,,,,,,
Phase I,,,,,,,,,,
Phase Ii,Angul Power Station,Punjab National Bank [73.6%],https://www.gem.wiki/Angul_power_station,,1320,Cancelled,Asia,India,Odisha,21.12704
Unit 2,Angul Smelter Power Station,National Aluminium Co Ltd,https://www.gem.wiki/Angul_Smelter_power_station,,120,Operating,Asia,India,Odisha,20.84903
Unit 4,Angul Smelter Power Station,National Aluminium Co Ltd,https://www.gem.wiki/Angul_Smelter_power_station,,120,Operating,Asia,India,Odisha,20.84903
Unit 5,Angul Smelter Power Station,National Aluminium Co Ltd,https://www.gem.wiki/Angul_Smelter_power_station,,120,Operating,Asia,India,Odisha,20.84903
Unit 4,Angul Steel Power Station,Jindal Steel & Power Ltd,https://www.gem.wiki/Angul_Steel_power_station,,135,Operating,Asia,India,Odisha,20.89247
Unit 6,Angul Steel Power Station,Jindal Steel & Power Ltd,https://www.gem.wiki/Angul_Steel_power_station,,135,Operating,Asia,India,Odisha,20.89247
Phase A Unit 1,Anpara Power Station,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,https://www.gem.wiki/Anpara_power_station,,210,Operating,Asia,India,Uttar Pradesh,24.20204
Phase A Unit 2,Anpara Power Station,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,https://www.gem.wiki/Anpara_power_station,,210,Operating,Asia,India,Uttar Pradesh,24.20204
Phase A Unit 3,Anpara Power Station,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,https://www.gem.wiki/Anpara_power_station,,210,Operating,Asia,India,Uttar Pradesh,24.20204
Unit 1,Anpara-D Power Station,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,https://www.gem.wiki/Anpara-D_power_station,,500,Operating,Asia,India,Uttar Pradesh,24.19626
Phase 1 Unit 2,Anuppur Thermal Power Project,Hindustan Powerprojects Pvt Ltd,https://www.gem.wiki/Anuppur_Thermal_Power_Project,,600,Operating,Asia,India,Madhya Pradesh,23.07373
Phase 2 Unit 1,Anuppur Thermal Power Project,Hindustan Powerprojects Pvt Ltd,https://www.gem.wiki/Anuppur_Thermal_Power_Project,,660,Cancelled,Asia,India,Madhya Pradesh,23.07373
Unit 2,Asansol Power Station,Dpsc Ltd,https://www.gem.wiki/Asansol_power_station,,270,Cancelled,Asia,India,West Bengal,23.68
Phase Ii Unit 1,Babandh Power Station,Lanco Infratech Ltd,https://www.gem.wiki/Babandh_power_station,,660,Cancelled,Asia,India,Odisha,20.82643
Phase 1 Unit 1,Badarpur Power Station,Ntpc Ltd,https://www.gem.wiki/Badarpur_power_station,,95,Retired,Asia,India,Delhi,28.50539
Unit 2,Bakreswar Thermal Power Station,West Bengal Power Development Corp Ltd,https://www.gem.wiki/Bakreswar_Thermal_Power_Station,,210,Operating,Asia,India,West Bengal,23.82922
Unit 5,Bakreswar Thermal Power Station,West Bengal Power Development Corp Ltd,https://www.gem.wiki/Bakreswar_Thermal_Power_Station,,210,Operating,Asia,India,West Bengal,23.82922
Unit 3,Balagarh Power Station,Rpg Group,https://www.gem.wiki/Balagarh_power_station,,660,Cancelled,Asia,India,West Bengal,23.12622
Phase 2 Unit 4,Balco Korba Power Station,Vedanta Resources Ltd,https://www.gem.wiki/BALCO_Korba_power_station,,135,Operating,Asia,India,Chhattisgarh,22.3978
Phase 3 Unit 3,Balco Korba Power Station,Vedanta Resources Ltd,https://www.gem.wiki/BALCO_Korba_power_station,,300,Operating,Asia,India,Chhattisgarh,22.399
Phase 3 Unit 4,Balco Korba Power Station,Vedanta Resources Ltd,https://www.gem.wiki/BALCO_Korba_power_station,,300,Operating,Asia,India,Chhattisgarh,22.399
Unit 2,Bandel Thermal Power Station,West Bengal Power Development Corp Ltd,https://www.gem.wiki/Bandel_Thermal_Power_Station,,60,Operating,Asia,India,West Bengal,22.99575
Unit 3,Bandel Thermal Power Station,West Bengal Power Development Corp Ltd,https://www.gem.wiki/Bandel_Thermal_Power_Station,,60,Retired,Asia,India,West Bengal,22.99575
Unit 1,Bansagar Power Station,Mp Power Management Co,https://www.gem.wiki/Bansagar_power_station,,800,Cancelled,Asia,India,Madhya Pradesh,24.0234
Unit 2,Bansagar Power Station,Mp Power Management Co,https://www.gem.wiki/Bansagar_power_station,,800,Cancelled,Asia,India,Madhya Pradesh,24.0234
Unit 1,Banswara Thermal Power Station,Rajasthan Rv Utpadan Nigam,https://www.gem.wiki/Banswara_Thermal_Power_Station,,660,Cancelled,Asia,India,Rajasthan,23.54054
Unit 2,Banswara Thermal Power Station,Rajasthan Rv Utpadan Nigam,https://www.gem.wiki/Banswara_Thermal_Power_Station,,660,Cancelled,Asia,India,Rajasthan,23.54054
Phase I,,,,,,,,,,
Unit 2,Baradarha Power Station,Dainik Bhaskar Group,https://www.gem.wiki/Baradarha_power_station,,600,Operating,Asia,India,Chhattisgarh,21.91144
Unit 9,Barauni Power Station,Bihar State Power Holding Co Ltd,https://www.gem.wiki/Barauni_power_station,,250,Operating,Asia,India,Bihar,25.39138
Unit 4,Barethi Super Thermal Power Project,Ntpc Ltd,https://www.gem.wiki/Barethi_Super_Thermal_Power_Project,,660,Cancelled,Asia,India,Madhya Pradesh,24.78333
Unit 1,Barh Ii Power Station,Ntpc Ltd,https://www.gem.wiki/Barh_II_power_station,,660,Operating,Asia,India,Bihar,25.4865
Unit 2,Barh Ii Power Station,Ntpc Ltd,https://www.gem.wiki/Barh_II_power_station,,660,Operating,Asia,India,Bihar,25.4865
Unit 1,Barsingsar Thermal Power Project,Nlc India Ltd,https://www.gem.wiki/Barsingsar_Thermal_Power_Project,,125,Operating,Asia,India,Rajasthan,27.84502
Unit 2,Barsingsar Thermal Power Project,Nlc India Ltd,https://www.gem.wiki/Barsingsar_Thermal_Power_Project,,125,Operating,Asia,India,Rajasthan,27.84502
Unit 2,Basundhara Power Station,Coal India Ltd,https://www.gem.wiki/Basundhara_power_station,,800,Announced,Asia,India,Odisha,22.11667
Phase I,Bela Power Station,Tata Power Co Ltd,https://www.gem.wiki/Bela_power_station,,270,Operating,Asia,India,Maharashtra,20.80915
Unit 1,Bellary Thermal Power Station,Karnataka Power Co Ltd,https://www.gem.wiki/Bellary_Thermal_Power_Station,,500,Operating,Asia,India,Karnataka,15.19317
,Bhadravati Power Station (Ispat),Jsw Steel Ltd,https://www.gem.wiki/Bhadravati_power_station_(Ispat),,2000,Cancelled,Asia,India,Maharashtra,20.11005
Unit 2,Bhadreshwar Thermal Power Project (Adani),Adani Power Ltd,https://www.gem.wiki/Bhadreshwar_Thermal_Power_Project_(Adani),,660,Cancelled,Asia,India,Gujarat,22.90941
Unit 5,Bhadreshwar Thermal Power Project (Adani),Adani Power Ltd,https://www.gem.wiki/Bhadreshwar_Thermal_Power_Project_(Adani),,660,Cancelled,Asia,India,Gujarat,22.90941
Phase I Unit 1,Bhagalpur Power Project,Adhunik Group,https://www.gem.wiki/Bhagalpur_Power_Project,,660,Cancelled,Asia,India,Bihar,25.26354
Phase I Unit 2,Bhagalpur Power Project,Adhunik Group,https://www.gem.wiki/Bhagalpur_Power_Project,,660,Cancelled,Asia,India,Bihar,25.26354
Unit 2,Bhandara Power Station,Sep Shandong Energy Ventures,https://www.gem.wiki/Bhandara_power_station,,660,Cancelled,Asia,India,Maharashtra,21.27184
,Bhandhakhar Power Station,Acb (India) Ltd,https://www.gem.wiki/Bhandhakhar_power_station,,300,Operating,Asia,India,Chhattisgarh,22.34095
Unit 1,Bhapur Power Station,Bgr Energy Systems,https://www.gem.wiki/Bhapur_power_station,,660,Cancelled,Asia,India,Odisha,20.28555
Unit 1,Bhavanapadu Thermal Power Project,Athena Energy Ventures Pvt Ltd,https://www.gem.wiki/Bhavanapadu_Thermal_Power_Project,,660,Cancelled,Asia,India,Andhra Pradesh,18.52139
Unit 2,Bherai Power Station,Visa Power,https://www.gem.wiki/Bherai_power_station,,660,Cancelled,Asia,India,Gujarat,20.97176
Unit 7,Bhilai Steel Power Station,Ntpc Ltd [50.0%]; Steel Authority Of India Ltd [50.0%],https://www.gem.wiki/Bhilai_Steel_power_station,,250,Cancelled,Asia,India,Chhattisgarh,21.184
Unit 2,Bhusawal Thermal Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Bhusawal_Thermal_Power_Station,,210,Retired,Asia,India,Maharashtra,21.04798
Unit 4,Bhusawal Thermal Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Bhusawal_Thermal_Power_Station,,500,Operating,Asia,India,Maharashtra,21.04798
Unit 5,Bhusawal Thermal Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Bhusawal_Thermal_Power_Station,,500,Operating,Asia,India,Maharashtra,21.04798
Unit 2,Bilhaur Super Thermal Power Plant,Ntpc Ltd,https://www.gem.wiki/Bilhaur_Super_Thermal_Power_Plant,,660,Cancelled,Asia,India,Uttar Pradesh,26.76339
Unit 2,Binjkote Power Station,Agritrade Resources Ltd,https://www.gem.wiki/Binjkote_power_station,,300,Operating,Asia,India,Chhattisgarh,22.01042
,Bla Chhattisgarh Power Station,Bla Projects Pvt Ltd,https://www.gem.wiki/BLA_Chhattisgarh_power_station,,540,Cancelled,Asia,India,Chhattisgarh,22.17272
Unit 2,Bodal Captive Coal Plant,Bodal Chemicals,https://www.gem.wiki/Bodal_captive_coal_plant,,60,Construction,Asia,India,Gujarat,21.80288
Bokaro B,,,,,,,,,,
Unit 1,Bongaigaon Power Station,Ntpc Ltd,https://www.gem.wiki/Bongaigaon_power_station,,250,Operating,Asia,India,Assam,26.44437
,Borgolai Power Station,Assam Power Generation Corp Ltd,https://www.gem.wiki/Borgolai_power_station,,250,Cancelled,Asia,India,Assam,27.30315
Unit 1,Burdwan Power Station,Emta; Himachal Pradesh Power Corp Ltd,https://www.gem.wiki/Burdwan_power_station,,250,Cancelled,Asia,India,West Bengal,23.58429
Unit 3,Chandrapur Thermal Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Chandrapur_Thermal_Power_Station,,210,Operating,Asia,India,Maharashtra,20.0063
Unit 4,Chandrapur Thermal Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Chandrapur_Thermal_Power_Station,,210,Operating,Asia,India,Maharashtra,20.0063
Unit 7,Chandrapur Thermal Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Chandrapur_Thermal_Power_Station,,500,Operating,Asia,India,Maharashtra,20.0063
Unit 1,Chandrapur Works Power Station,Ismt Ltd,https://www.gem.wiki/Chandrapur_Works_power_station,,40,Operating,Asia,India,Maharashtra,20.46
Unit 1,Chandrapura Power Station,Damodar Valley Corp,https://www.gem.wiki/Chandrapura_power_station,,130,Retired,Asia,India,Jharkhand,23.74126
Phase Ii,Chandwa Power Project,Abhijeet Group,https://www.gem.wiki/Chandwa_Power_Project,,675,Cancelled,Asia,India,Jharkhand,23.73951
Unit Ii,Chennai Power Station,Opg Power Ventures Plc,https://www.gem.wiki/Chennai_power_station,,77,Operating,Asia,India,Tamil Nadu,13.43742
Unit 2,Chhabra Thermal Power Station,Rajasthan Rv Utpadan Nigam,https://www.gem.wiki/Chhabra_Thermal_Power_Station,,250,Operating,Asia,India,Rajasthan,24.62092
Unit 5,Chhabra Thermal Power Station,Rajasthan Rv Utpadan Nigam,https://www.gem.wiki/Chhabra_Thermal_Power_Station,,660,Operating,Asia,India,Rajasthan,24.63433
Unit 2,Chhindwara Jsw Power Station,Jsw Energy Ltd,https://www.gem.wiki/Chhindwara_JSW_power_station,,660,Cancelled,Asia,India,Madhya Pradesh,22.05955
Unit 2,Chitrangi Power Project,Reliance Power Ltd,https://www.gem.wiki/Chitrangi_Power_Project,,660,Cancelled,Asia,India,Madhya Pradesh,24.3648
Unit 4,Choudwar Power Station,Indian Metals And Ferro Alloys Ltd,https://www.gem.wiki/Choudwar_power_station,,60,Operating,Asia,India,Odisha,20.5353
Unit 1,Chunar Cement Power Station,Jaiprakash Associates Ltd,https://www.gem.wiki/Chunar_Cement_power_station,,38,Operating,Asia,India,Uttar Pradesh,25.09088
Unit 3,Churk Captive Power Station,Jaiprakash Associates Ltd,https://www.gem.wiki/Churk_captive_power_station,,60,Operating,Asia,India,Uttar Pradesh,24.6391
Unit 4,Churk Captive Power Station,Jaiprakash Associates Ltd,https://www.gem.wiki/Churk_captive_power_station,,60,Cancelled,Asia,India,Uttar Pradesh,24.6391
Phase Ii Unit 2,Cuddalore Il&Fs Power Station,Infrastructure Leasing And Financial Services Ltd,https://www.gem.wiki/Cuddalore_IL&FS_power_station,,660,Cancelled,Asia,India,Tamil Nadu,11.52161
Unit 1,Cuddalore Power Station,Bgr Energy Systems,https://www.gem.wiki/Cuddalore_power_station,,660,Cancelled,Asia,India,Tamil Nadu,11.65
Unit 2,Cuddalore Power Station,Bgr Energy Systems,https://www.gem.wiki/Cuddalore_power_station,,660,Cancelled,Asia,India,Tamil Nadu,11.65
Unit 1,Cuddalore Srm Power Station,Spice Energy Group,https://www.gem.wiki/Cuddalore_SRM_power_station,,660,Cancelled,Asia,India,Tamil Nadu,11.52222
Unit 3,Cuddalore Srm Power Station,Spice Energy Group,https://www.gem.wiki/Cuddalore_SRM_power_station,,660,Cancelled,Asia,India,Tamil Nadu,11.52222
Phase I,Cuttack Kvk Nilachal Power Station,Kvk Energy & Infrastructure,https://www.gem.wiki/Cuttack_KVK_Nilachal_power_station,,350,Cancelled,Asia,India,Odisha,20.5871
Unit 2,Dabaura Power Station,Abhijeet Group,https://www.gem.wiki/Dabaura_power_station,,660,Cancelled,Asia,India,Madhya Pradesh,25.11556
Unit 4,Dabaura Power Station,Abhijeet Group,https://www.gem.wiki/Dabaura_power_station,,660,Cancelled,Asia,India,Madhya Pradesh,25.11556
Unit 5,Dabaura Power Station,Abhijeet Group,https://www.gem.wiki/Dabaura_power_station,,660,Cancelled,Asia,India,Madhya Pradesh,25.11556
Phase I Unit 2,Darlipali Power Station,Ntpc Ltd,https://www.gem.wiki/Darlipali_power_station,,800,Operating,Asia,India,Odisha,21.96355
Phase Ii Unit 3,Darlipali Power Station,Ntpc Ltd,https://www.gem.wiki/Darlipali_power_station,,800,Pre-Permit,Asia,India,Odisha,21.96355
Unit 3,Deenbandhu Chhotu Ram Thermal Power Plant,Haryana Power Generation Co Ltd,https://www.gem.wiki/Deenbandhu_Chhotu_Ram_Thermal_Power_Plant,,800,Pre-Permit,Asia,India,Haryana,30.10541
,Dhardai Power Station,Jsw Steel Ltd,https://www.gem.wiki/Dhardai_power_station,,1200,Cancelled,Asia,India,Chhattisgarh,21.87894
Unit 1,Dholera Power Plant,Gujarat Urja Vikas Nigam Ltd,https://www.gem.wiki/Dholera_Power_Plant,,800,Cancelled,Asia,India,Gujarat,22.248
Stage I Unit 1,Dondaicha Thermal Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Dondaicha_Thermal_Power_Station,,660,Cancelled,Asia,India,Maharashtra,21.27472
Stage Ii Unit 5,Dondaicha Thermal Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Dondaicha_Thermal_Power_Station,,660,Cancelled,Asia,India,Maharashtra,21.27472
Unit 1,Dongamahua Captive Power Plant,Jindal Steel & Power Ltd,https://www.gem.wiki/Dongamahua_Captive_Power_Plant,,135,Operating,Asia,India,Chhattisgarh,22.12794
Unit 5,Dongamahua Captive Power Plant,Jindal Steel & Power Ltd,https://www.gem.wiki/Dongamahua_Captive_Power_Plant,,150,Cancelled,Asia,India,Chhattisgarh,22.12794
Unit 2,Dopaha Thermal Power Plant,Uttar Pradesh Power Corp Ltd,https://www.gem.wiki/Dopaha_Thermal_Power_Plant,,660,Cancelled,Asia,India,Uttar Pradesh,23.9737
Unit 7,Dr. Narla Tata Rao Thermal Power Station,Andhra Pradesh Power Generation Corp Ltd,https://www.gem.wiki/Dr._Narla_Tata_Rao_Thermal_power_station,,500,Operating,Asia,India,Andhra Pradesh,16.59748
Unit 1,Dr. Shyama Prasad Mukherjee Thermal Power Station,Chattisgarh State Power Generation Co Ltd,https://www.gem.wiki/Dr._Shyama_Prasad_Mukherjee_Thermal_Power_Station,,250,Operating,Asia,India,Chhattisgarh,22.3682
Phase I Unit 2,Dumka Power Station (Cesc),Rpg Group,https://www.gem.wiki/Dumka_power_station_(CESC),,300,Cancelled,Asia,India,Jharkhand,24.26337
Unit 4,Durgapur Dvc Power Station,Damodar Valley Corp,https://www.gem.wiki/Durgapur_DVC_power_station,,210,Retired,Asia,India,West Bengal,23.53151
Unit 1,Durgapur Projects Limited Power Station,West Bengal Power Development Corp Ltd,https://www.gem.wiki/Durgapur_Projects_Limited_power_station,,30,Retired,Asia,India,West Bengal,23.52115
Unit 7,Durgapur Projects Limited Power Station,West Bengal Power Development Corp Ltd,https://www.gem.wiki/Durgapur_Projects_Limited_power_station,,300,Operating,Asia,India,West Bengal,23.52115
Phase 2 Unit 2,Durgapur Sail Power Station,Ntpc Ltd [50.0%]; Steel Authority Of India Ltd [50.0%],https://www.gem.wiki/Durgapur_SAIL_power_station,,60,Operating,Asia,India,West Bengal,23.55181
Unit 1,Ennore Sez Super Critical Thermal Power Project (Vayalur),Tamil Nadu Generation And Distribution Co Ltd,https://www.gem.wiki/Ennore_SEZ_Super_Critical_Thermal_Power_Project_(Vayalur),,660,Construction,Asia,India,Tamil Nadu,13.29167
Unit 5,Ennore Thermal Power Station,Tamil Nadu Generation And Distribution Co Ltd,https://www.gem.wiki/Ennore_Thermal_Power_Station,,110,Retired,Asia,India,Tamil Nadu,13.2016
,Etah Ultra Mega Power Project,Central Electricity Authority (India),https://www.gem.wiki/Etah_Ultra_Mega_Power_Project,,4000,Cancelled,Asia,India,Uttar Pradesh,27.5
Unit 1,Farakka Power Station,Ntpc Ltd,https://www.gem.wiki/Farakka_power_station,,200,Operating,Asia,India,West Bengal,24.77273
Unit 1,Faridabad Power Station,Haryana Power Generation Co Ltd,https://www.gem.wiki/Faridabad_power_station,,55,Retired,Asia,India,Haryana,28.37444
Unit 2,Faridabad Power Station,Haryana Power Generation Co Ltd,https://www.gem.wiki/Faridabad_power_station,,55,Retired,Asia,India,Haryana,28.37444
Unit 1,Feroze Gandhi Unchahar Power Station,Ntpc Ltd,https://www.gem.wiki/Feroze_Gandhi_Unchahar_Power_Station,,210,Operating,Asia,India,Uttar Pradesh,25.91376
,Gajamara Ultra Mega Power Project,Power Finance Corp Ltd,https://www.gem.wiki/Gajamara_Ultra_Mega_Power_Project,,4000,Cancelled,Asia,India,Odisha,20.833
Unit 1,Gajmara Super Thermal Power Station,Ntpc Ltd,https://www.gem.wiki/Gajmara_Super_Thermal_Power_Station,,800,Cancelled,Asia,India,Odisha,20.65616
,Garo Hills Power Station,Ntpc Ltd,https://www.gem.wiki/Garo_Hills_power_station,,500,Cancelled,Asia,India,Meghalaya,25.49546
Unit 1,Ghugus Power Station,Gupta Group,https://www.gem.wiki/Ghugus_power_station,,60,Operating,Asia,India,Maharashtra,19.92949
,Gidderbaha Power Station,Punjab State Power Corp Ltd,https://www.gem.wiki/Gidderbaha_power_station,,2640,Cancelled,Asia,India,Punjab State,30.0208
,Girye Ultra Mega Power Project,Power Finance Corp Ltd,https://www.gem.wiki/Girye_Ultra_Mega_Power_Project,,4000,Cancelled,Asia,India,Maharashtra,16.52716
Phase I Unit 1,Godhna Power Station,Karnataka Power Co Ltd; Ntpc Ltd,https://www.gem.wiki/Godhna_power_station,,800,Cancelled,Asia,India,Chhattisgarh,21.82644
Phase Ii Unit 1,Godhna Power Station,Karnataka Power Co Ltd; Ntpc Ltd,https://www.gem.wiki/Godhna_power_station,,800,Cancelled,Asia,India,Chhattisgarh,21.82644
Unit 2,Gorgi Power Station,Dainik Bhaskar Group,https://www.gem.wiki/Gorgi_power_station,,660,Cancelled,Asia,India,Madhya Pradesh,24.11667
Phases I And Ii,Gudur Thermal Power Project (Momidi),Pragdisa Power Pvt Ltd,https://www.gem.wiki/Gudur_Thermal_Power_Project_(Momidi),,2640,Cancelled,Asia,India,Andhra Pradesh,14.1309
,Gujarat Power Project,Nlc India Ltd,https://www.gem.wiki/Gujarat_Power_Project,,500,Cancelled,Asia,India,Gujarat,21.57376
Unit 2,Gummidipoondi Kamachi Power Station,Kamachi Group,https://www.gem.wiki/Gummidipoondi_Kamachi_power_station,,35,Operating,Asia,India,Tamil Nadu,13.42402
,Gunipudi Power Station (Nbpl Proposal),Namratha Bizili Pvt Ltd,https://www.gem.wiki/Gunipudi_power_station_(NBPL_proposal),,300,Cancelled,Asia,India,Andhra Pradesh,17.30012
Unit 2,Guru Hargobind Lehra Mohabbat Power Station,Punjab State Power Corp Ltd,https://www.gem.wiki/Guru_Hargobind_Lehra_Mohabbat_Power_Station,,210,Operating,Asia,India,Punjab State,30.26655
Unit 1,Hamirpur Power Station,Jayaswal Neco Industries Ltd,https://www.gem.wiki/Hamirpur_power_station,,300,Cancelled,Asia,India,Chhattisgarh,22.39333
Unit 5,Harduaganj Power Station,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,https://www.gem.wiki/Harduaganj_power_station,,60,Retired,Asia,India,Uttar Pradesh,28.0175
Unit 1,Hari Hareshwar Power Station (Veshvi And Bankot),Hari Hareshwar Power Co,https://www.gem.wiki/Hari_Hareshwar_power_station_(Veshvi_and_Bankot),,800,Cancelled,Asia,India,Maharashtra,17.97958
Stage Ii,,,,,,,,,,
Stage Iii,,,,,,,,,,
Unit 1,Hazira Power Station (Essar),Essar Global Fund Ltd,https://www.gem.wiki/Hazira_power_station_(Essar),,135,Operating,Asia,India,Gujarat,21.11908
,Heoti Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Heoti_power_station,,800,Cancelled,Asia,India,Maharashtra,20.85564
Unit 2,Hirakud Smelter Power Station,Aditya Birla Group,https://www.gem.wiki/Hirakud_Smelter_power_station,,100,Operating,Asia,India,Odisha,21.52969
Unit 1,Hiranmaye Haldia Power Station,Hiranmaye Energy,https://www.gem.wiki/Hiranmaye_Haldia_power_station,,150,Operating,Asia,India,West Bengal,22.07699
Unit 2,Ib Valley Thermal Power Station,Odisha Power Generation Corp,https://www.gem.wiki/Ib_Valley_Thermal_Power_Station,,210,Operating,Asia,India,Odisha,21.68978
Unit 4,Ib Valley Thermal Power Station,Odisha Power Generation Corp,https://www.gem.wiki/Ib_Valley_Thermal_Power_Station,,660,Operating,Asia,India,Odisha,21.69073
Unit 3,Ichagarh Power Station,Hindustan Powerprojects Pvt Ltd,https://www.gem.wiki/Ichagarh_power_station,,660,Cancelled,Asia,India,Jharkhand,23.01867
Unit 2,Indraprastha Power Station,Indraprastha Power Generation Co Ltd,https://www.gem.wiki/Indraprastha_power_station,,62,Retired,Asia,India,Delhi,28.6247
Unit 3,Indraprastha Power Station,Indraprastha Power Generation Co Ltd,https://www.gem.wiki/Indraprastha_power_station,,62,Retired,Asia,India,Delhi,28.6247
Unit 5,Indraprastha Power Station,Indraprastha Power Generation Co Ltd,https://www.gem.wiki/Indraprastha_power_station,,60,Retired,Asia,India,Delhi,28.6247
Unit 1,Jamuchakada Power Station,Chambal Fertilizers & Chemicals,https://www.gem.wiki/Jamuchakada_power_station,,660,Cancelled,Asia,India,Odisha,20.69583
Unit 1,Jamunda Power Station,Worldone Pvt Ltd [96.4%],https://www.gem.wiki/Jamunda_power_station,,660,Cancelled,Asia,India,Odisha,20.70586
Unit 1,Jaya Power Station,Jaya Thermal Power,https://www.gem.wiki/Jaya_power_station,,150,Cancelled,Asia,India,Tamil Nadu,8.803
Unit 3,Jaya Power Station,Jaya Thermal Power,https://www.gem.wiki/Jaya_power_station,,150,Cancelled,Asia,India,Tamil Nadu,8.803
Unit 1,Jaypee Nigrie Super Thermal Power Project,Jaiprakash Power Ventures Ltd,https://www.gem.wiki/Jaypee_Nigrie_Super_Thermal_Power_Project,,660,Operating,Asia,India,Madhya Pradesh,24.14997
Unit 4,Jharsuguda Cpp Power Station,Vedanta Resources Ltd,https://www.gem.wiki/Jharsuguda_CPP_power_station,,135,Operating,Asia,India,Odisha,21.78799
Unit 9,Jharsuguda Cpp Power Station,Vedanta Resources Ltd,https://www.gem.wiki/Jharsuguda_CPP_power_station,,135,Operating,Asia,India,Odisha,21.78799
Phase I Unit 2,Jharsuguda Ind-Barath Power Station,Jsw Energy Ltd [95.0%],https://www.gem.wiki/Jharsuguda_Ind-Barath_power_station,,350,Construction,Asia,India,Odisha,21.65794
Phase Ii,Jharsuguda Ind-Barath Power Station,Jsw Energy Ltd [95.0%],https://www.gem.wiki/Jharsuguda_Ind-Barath_power_station,,660,Cancelled,Asia,India,Odisha,21.65794
Unit 4,Jharsuguda Sterlite Power Station,Vedanta Resources Ltd,https://www.gem.wiki/Jharsuguda_Sterlite_power_station,,600,Operating,Asia,India,Odisha,21.81574
Unit 2,Jindal Patratu Captive Power Station,Jindal Steel & Power Ltd,https://www.gem.wiki/Jindal_Patratu_captive_power_station,,660,Cancelled,Asia,India,Jharkhand,23.69135
Unit 2,Jojobera Power Plant,Tata Power Co Ltd,https://www.gem.wiki/Jojobera_Power_Plant,,120,Operating,Asia,India,Jharkhand,22.7554
Unit 2,Jr Power Project,Kvk Energy & Infrastructure,https://www.gem.wiki/JR_Power_Project,,660,Cancelled,Asia,India,Odisha,18.85271
Unit 5,Jsw Barmer Jalipa Kapurdi Power Station,Jsw Energy Ltd,https://www.gem.wiki/JSW_Barmer_Jalipa_Kapurdi_power_station,,135,Operating,Asia,India,Rajasthan,25.89494
Unit 2,Jsw Tarapur Power Station,Jsw Steel Ltd,https://www.gem.wiki/JSW_Tarapur_power_station,,30,Operating,Asia,India,Maharashtra,19.79451
Unit 3,Jsw Utkal Steel Power Station,Jsw Steel Ltd,https://www.gem.wiki/JSW_Utkal_Steel_power_station,,300,Pre-Permit,Asia,India,Odisha,20.217
Unit 4,Kadaladi Power Station,Tamil Nadu Generation And Distribution Co Ltd,https://www.gem.wiki/Kadaladi_power_station,,800,Cancelled,Asia,India,Tamil Nadu,9.22739
,Kahalgaon Power Station (Cement Manufacturing Co.),Cement Manufacturing Co Ltd,https://www.gem.wiki/Kahalgaon_power_station_(Cement_Manufacturing_Co.),,500,Cancelled,Asia,India,Bihar,25.26354
,Kahalgaon Power Station (East-West Power),East-West Power Generation Co Ltd,https://www.gem.wiki/Kahalgaon_power_station_(East-West_Power),,1000,Cancelled,Asia,India,Bihar,25.26354
,Kahalgaon Power Station (Sarvottam),Sarvottam Infrastructure,https://www.gem.wiki/Kahalgaon_power_station_(Sarvottam),,540,Cancelled,Asia,India,Bihar,25.26354
Unit 3,Kalisindh Thermal Power Station,Rajasthan Rv Utpadan Nigam,https://www.gem.wiki/Kalisindh_Thermal_Power_Station,,660,Cancelled,Asia,India,Rajasthan,24.53251
Phase I Unit 2,Kamalanga Power Station,Gmr Group,https://www.gem.wiki/Kamalanga_power_station,,350,Operating,Asia,India,Odisha,20.87058
Phase Ii Unit 4,Kamalanga Power Station,Gmr Group,https://www.gem.wiki/Kamalanga_power_station,,350,Permitted,Asia,India,Odisha,20.87058
Unit 1,Kamdara Power Station,Jharkhand State Electricity Board,https://www.gem.wiki/Kamdara_power_station,,660,Cancelled,Asia,India,Jharkhand,22.91979
Unit 1,Katghora Power Station,Vandanaa Group,https://www.gem.wiki/Katghora_power_station,,35,Operating,Asia,India,Chhattisgarh,22.48978
